time/s,smt_CO2,smt_HCO3,smt_O2,PS_rate,Ub,Uc,cyt_CO2
6668.191999999999,16.092464400979505,2529.9493413291966,390.42030367498313,3.586428629477806e-18,5.478127137964815e-20,3.531647358098158e-18,13.75990275399954
6671.776999999999,16.085793865379895,2529.8375115327917,390.53880400698796,3.5833817816301774e-18,4.9708928458225396e-20,3.533672853171951e-18,13.751894431343008
6675.366,16.07915662807205,2529.725761664479,390.6571911126085,3.580640352991191e-18,4.498709604589319e-20,3.5356532569452975e-18,13.743949188614788
6678.9580000000005,16.07255396982213,2529.614078159447,390.7754772758901,3.578208168536683e-18,4.062142168893764e-20,3.537586746847746e-18,13.736069510341641
6682.5509999999995,16.065987211741362,2529.502447259879,390.8936749335392,3.576088471615832e-18,3.661687661901284e-20,3.5394715949968184e-18,13.728257858856432
6686.147,16.059457710678014,2529.39085504285,391.0117966516315,3.574283914989331e-18,3.2977742852575625e-20,3.541306172136755e-18,13.72051666708868
6689.746,16.05296685458414,2529.2792874484726,391.1298551021025,3.572796553530226e-18,2.9707602253443866e-20,3.543088951276782e-18,13.712848331528312
6693.347,16.046516057866082,2529.1677303082256,391.24786303906774,3.5716278385966234e-18,2.6809327573156887e-20,3.544818511023466e-18,13.705255205375229
6696.937,16.040106756727706,2529.0561693734066,391.3658332750253,3.570778614080888e-18,2.428507547869973e-20,3.546493538602188e-18,13.697739591886952
6700.524,16.033740404515388,2528.9445903436513,391.48377865699285,3.570249114136032e-18,2.2136281572343545e-20,3.548112832563689e-18,13.690303737935984
6704.107,16.02741846707378,2528.832978895458,391.6017120426276,3.570038962575561e-18,2.03636574033556e-20,3.549675305172205e-18,13.682949827788288
6707.696,16.02114241812142,2528.7213207106543,391.71964627638346,3.570147173938915e-18,1.8967189466469042e-20,3.551179984472446e-18,13.675679977113711
6711.279,16.014913734655156,2528.6096015047488,391.8375941657555,3.570572156210137e-18,1.7946140176686235e-20,3.552626016033451e-18,13.668496227238625
6714.875,16.008733892392364,2528.4978070551047,391.95556845766254,3.571311715173813e-18,1.7299050805780494e-20,3.554012664368033e-18,13.661400539650653
6718.467,16.002604361259902,2528.3859232288814,392.0735818150182,3.5723630603875264e-18,1.7023746360231935e-20,3.555339314027295e-18,13.65439479076472
6722.07,15.99652660093852,2528.2739360106784,392.19164679354253,3.5737234258924396e-18,1.711809216460621e-20,3.556605333727835e-18,13.647480857207912
6725.659000000001,15.990502056471506,2528.1618315298274,392.3097758188605,3.575389190281992e-18,1.7578915759237396e-20,3.557810274522755e-18,13.640660480541325
6729.251,15.984532202442384,2528.049595811818,392.42798139089876,3.5773559084954675e-18,1.8402070567133563e-20,3.558953837928334e-18,13.633935332489251
6732.852,15.978618469535833,2527.9372151983353,392.54627573728834,3.579618344731467e-18,1.9582434905547264e-20,3.56003590982592e-18,13.627306919108786
6736.448,15.97276224140468,2527.824676367537,392.6646707962175,3.5821705064186876e-18,2.1113951628878897e-20,3.561056554789809e-18,13.620776581403106
6740.035,15.966964851631468,2527.7119663537565,392.78317819977167,3.5850056791788255e-18,2.2989668961313322e-20,3.562016010217512e-18,13.614345496159842
6743.619000000001,15.961227580790784,2527.599072566567,392.90180925780174,3.588116462727819e-18,2.5201782459797288e-20,3.5629146802680215e-18,13.60801467701703
6747.206,15.955551653618693,2527.485982809188,393.0205749423525,3.591494807653641e-18,2.774167803819594e-20,3.563753129615444e-18,13.601784975758111
